[66; 66; 66; 66; 66; 34; 23; 22; 24; 31]
[43; 44; 45; 13; 41; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 34; 23; 22; 24; 35]
[44; 45; 13; 41; 55; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 34; 23; 22; 24; 35]
[44; 45; 13; 55; 42; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 34; 23; 22; 24; 35]
[44; 45; 13; 55; 15; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 22; 24; 35; 34]
[44; 45; 13; 55; 15; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 22; 24; 35; 11]
[44; 45; 13; 55; 15; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 22; 24; 35; 33]
[45; 13; 55; 15; 11; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 22; 24; 35; 33]
[45; 13; 55; 15; 21; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 22; 24; 35; 33]
[45; 13; 55; 15; 53; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 22; 24; 33; 23]
[45; 13; 55; 15; 53; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 24; 33; 23; 42]
[45; 13; 55; 15; 53; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 24; 33; 23; 42; 51]
[45; 13; 55; 15; 53; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 24; 33; 23; 42; 41]
[45; 13; 55; 15; 53; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 33; 23; 42; 41; 14]
[45; 13; 55; 15; 12; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 33; 23; 42; 41; 14]
[45; 13; 55; 15; 54; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 33; 23; 42; 41; 14]
[45; 55; 15; 54; 54; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 42; 41; 14; 31]
[45; 55; 15; 54; 54; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 42; 41; 31; 41]
[45; 55; 54; 54; 14; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 41; 31; 41; 22]
[45; 55; 54; 14; 51; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 41; 31; 41; 22]
[45; 55; 54; 14; 51; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 31; 41; 22; 25]
[45; 55; 54; 14; 51; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 31; 41; 22; 32]
[45; 55; 54; 14; 51; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 23; 31; 41; 22; 31]
[45; 55; 54; 14; 32; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 31; 41; 22; 31; 21]
[45; 55; 54; 14; 33; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 31; 41; 22; 31; 21]
[45; 55; 54; 14; 21; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 41; 22; 31; 21; 12]
[45; 55; 54; 14; 21; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 22; 31; 21; 12; 11]
[45; 55; 54; 14; 21; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 31; 21; 12; 11; 53]
[45; 55; 54; 14; 21; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 21; 12; 11; 53; 52]
[45; 55; 54; 14; 21; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 21; 12; 11; 53; 13]
[45; 55; 54; 14; 21; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 21; 12; 11; 13; 43]
[45; 55; 54; 14; 21; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 21; 12; 11; 13; 44]
[45; 55; 14; 21; 52; 66; 66; 66; 66; 66]
[66; 66; 66; 66; 66; 21; 12; 11; 13; 24]
[55; 14; 21; 52; 66; 66; 66; 66; 66]
